file_name,face_visibility_r1,face_visibility_r2,face_visibility_r3,smile_positive_expression_r1,smile_positive_expression_r2,smile_positive_expression_r3,face_centering_r1,face_centering_r2,face_centering_r3,face_size_r1,face_size_r2,face_size_r3,head_movement_r1,head_movement_r2,head_movement_r3,audio_speaking_rhythm_r1,audio_speaking_rhythm_r2,audio_speaking_rhythm_r3
Ahiq4zhmYco.002_0354.jpg,0.31,0.42,0.58,0.86,0.79,0.94,0.66,0.58,0.70,0.79,0.83,0.80,0.84,0.76,0.91,0.81,0.91,1.00
AJIphVRpYrg.005_0063.jpg,0.57,0.49,0.70,0.61,0.70,0.63,0.62,0.62,0.50,0.28,0.29,0.30,0.75,0.57,0.64,0.81,0.85,0.68
aKLadP_Wev8.000_0170.jpg,0.55,0.63,0.66,0.51,0.59,0.54,0.66,0.52,0.53,0.44,0.41,0.55,0.76,0.77,0.71,0.97,0.76,0.99
aMmEPRJGocM.000_0608.jpg,0.78,0.67,0.65,0.51,0.42,0.52,0.58,0.52,0.56,0.31,0.18,0.21,0.37,0.50,0.54,0.46,0.31,0.25
ana5C73n9bY.002_0573.jpg,0.68,0.95,0.74,0.76,0.75,0.91,0.42,0.44,0.38,0.70,0.98,0.73,0.64,0.63,0.60,0.91,0.94,0.83
ana5C73n9bY.004_0541.jpg,0.67,0.54,0.59,0.88,1.00,1.00,0.65,0.64,0.61,0.63,0.52,0.56,0.60,0.39,0.50,0.40,0.43,0.40
ApPnsnIZozw.004_0380.jpg,0.20,0.38,0.39,0.90,0.73,0.77,0.34,0.44,0.53,0.54,0.65,0.67,0.99,0.99,0.82,0.47,0.37,0.30
aqd4_4ga1fQ.000_0624.jpg,0.22,0.35,0.39,0.87,0.84,0.82,0.58,0.52,0.40,0.70,0.66,0.59,0.64,0.67,0.62,0.77,0.77,0.83
ArMkA9R1QxY.000_0437.jpg,1.00,0.75,0.77,0.40,0.33,0.19,0.47,0.47,0.50,0.66,0.73,0.76,0.57,0.62,0.57,0.42,0.50,0.23
atdhaGEh_0c.000_0492.jpg,0.38,0.46,0.47,0.78,0.80,0.89,0.83,0.72,0.75,0.64,0.78,0.72,0.31,0.49,0.44,0.74,0.57,0.75
AVLEr0sYFhs.000_0687.jpg,0.95,0.86,0.87,0.58,0.41,0.40,0.67,0.87,0.73,0.75,0.64,0.73,0.62,0.73,0.71,0.80,0.83,0.89
AvuWv3LLmrA.003_0553.jpg,0.41,0.54,0.46,0.33,0.45,0.44,0.44,0.59,0.52,0.85,1.00,0.93,0.55,0.49,0.53,0.80,0.93,0.94
AZj2VoCcayA.005_0312.jpg,0.89,0.74,0.84,0.36,0.21,0.35,0.59,0.50,0.58,0.67,0.45,0.43,0.78,0.78,0.83,0.51,0.54,0.62
b39BQbVhOAg.004_0394.jpg,0.88,0.69,0.83,0.56,0.44,0.50,0.81,0.69,0.72,0.53,0.73,0.71,0.78,0.69,0.74,0.70,0.71,0.79
B9NSU6gQdRw.005_0680.jpg,0.45,0.47,0.32,0.67,0.59,0.54,1.00,0.86,0.98,0.47,0.33,0.50,0.90,0.76,0.91,0.49,0.32,0.46
BBSB9OJdb0Q.001_0413.jpg,0.79,0.88,0.65,0.27,0.34,0.18,0.68,0.52,0.62,0.68,0.85,0.89,0.69,0.69,0.72,0.66,0.74,0.58
be0DQawtVkE.001_0389.jpg,0.76,0.65,0.76,0.78,0.68,0.68,0.42,0.43,0.38,0.24,0.51,0.33,0.43,0.23,0.37,0.86,0.92,1.00
Bije9nsMl7M.005_0215.jpg,0.39,0.44,0.54,0.50,0.45,0.37,0.91,0.80,0.80,0.51,0.39,0.57,0.42,0.47,0.19,0.55,0.61,0.83
bkzgccBFztM.001_0021.jpg,0.89,0.89,1.00,0.68,0.68,0.75,0.76,0.58,0.64,0.28,0.30,0.22,0.66,0.73,0.64,0.63,0.76,0.59
BLeDNfK2quI.000_0103.jpg,0.67,0.75,0.64,0.46,0.27,0.45,0.36,0.42,0.49,0.68,0.73,0.47,0.71,0.76,0.73,0.34,0.26,0.31
BLeDNfK2quI.002_0127.jpg,0.54,0.71,0.63,0.76,0.65,0.74,0.42,0.58,0.52,0.60,0.55,0.75,0.30,0.38,0.48,0.32,0.47,0.57
bLrrDM1Opu0.003_0318.jpg,0.34,0.28,0.40,0.63,0.70,0.59,0.73,0.68,0.54,0.72,0.70,0.80,0.95,0.93,0.95,0.81,0.60,0.78
BmDClgdWlH4.004_0029.jpg,0.58,0.61,0.66,0.88,0.77,0.84,0.78,0.82,0.60,0.58,0.64,0.53,0.44,0.53,0.54,0.36,0.40,0.34
bMY2DaFFwzU.004_0316.jpg,0.83,0.99,0.89,0.74,0.76,0.80,0.40,0.39,0.52,0.93,0.82,0.92,0.62,0.44,0.42,0.39,0.37,0.36
bnoPmV0_aIc.000_0448.jpg,0.65,0.77,0.66,0.38,0.35,0.32,0.63,0.64,0.59,0.87,0.87,0.86,0.34,0.35,0.53,0.76,0.89,0.76
BOOMkDl8JwA.005_0511.jpg,0.69,0.72,0.65,0.66,0.61,0.46,0.38,0.52,0.55,0.33,0.30,0.44,0.90,0.89,0.86,0.36,0.49,0.47
bRoIrXBO9DU.000_0301.jpg,0.48,0.51,0.44,0.56,0.36,0.50,0.51,0.60,0.58,0.40,0.51,0.41,0.86,0.93,0.87,0.67,0.54,0.76
BS0wgLXqFgc.003_0077.jpg,0.70,0.64,0.71,0.60,0.73,0.76,0.44,0.38,0.54,0.63,0.90,0.86,0.90,0.92,0.88,0.76,0.79,0.67
bt-ev53zZWE.004_0634.jpg,0.73,0.47,0.73,0.91,0.79,0.85,0.67,0.71,0.60,0.53,0.48,0.40,0.67,0.66,0.63,0.73,0.83,0.58
Bt5zyk-Xf9Q.000_0392.jpg,0.70,0.94,0.69,1.00,0.87,1.00,0.55,0.45,0.59,0.40,0.19,0.33,1.00,0.92,0.93,0.89,0.89,0.87
btcCanysQsw.000_0559.jpg,0.93,0.89,0.80,0.78,0.69,0.76,0.91,0.69,0.80,0.46,0.28,0.46,0.92,0.80,0.82,0.60,0.64,0.53
btcCanysQsw.001_0291.jpg,0.71,0.64,0.50,0.30,0.22,0.18,0.77,0.79,0.83,0.65,0.52,0.68,0.27,0.43,0.47,0.65,0.78,0.78
bTLTLzXehPE.003_0539.jpg,0.53,0.67,0.68,0.28,0.28,0.46,0.59,0.49,0.51,0.33,0.30,0.28,0.92,0.98,0.99,0.57,0.55,0.77
bYXRyimxh7A.000_0207.jpg,0.48,0.71,0.70,0.87,0.82,0.92,0.37,0.26,0.26,0.80,0.72,0.60,0.63,0.75,0.63,0.82,0.83,0.90
bYXRyimxh7A.004_0083.jpg,0.95,0.79,0.90,0.28,0.47,0.32,0.85,0.82,1.00,0.95,0.99,0.82,0.45,0.45,0.36,0.29,0.29,0.35
bzaOB8BoWPU.000_0027.jpg,0.90,0.78,0.77,0.81,0.75,0.79,0.58,0.79,0.72,0.71,0.65,0.71,0.67,0.89,0.82,0.59,0.57,0.63
C0UMWrEJ2x0.005_0208.jpg,0.53,0.45,0.27,0.47,0.47,0.42,0.62,0.59,0.71,0.65,0.63,0.77,0.94,0.69,0.79,0.69,0.95,0.78
c4YxfATgYkw.002_0095.jpg,0.53,0.46,0.52,0.47,0.54,0.56,0.46,0.36,0.38,1.00,1.00,1.00,0.37,0.36,0.46,0.67,0.58,0.72
c7tczvW3_dQ.000_0304.jpg,0.39,0.30,0.31,0.76,0.58,0.65,0.88,0.84,0.98,0.31,0.26,0.23,0.80,0.91,0.88,0.54,0.52,0.35
C_NtwmmF2Ys.003_0422.jpg,0.70,0.61,0.60,0.46,0.42,0.45,0.59,0.64,0.59,0.45,0.49,0.37,0.37,0.48,0.25,0.21,0.23,0.45
CbNAOLHByZQ.004_0506.jpg,0.66,0.66,0.55,0.97,0.86,0.70,0.85,0.69,0.71,0.58,0.53,0.65,0.91,0.88,0.82,0.79,0.68,0.70
CCe1J5grs8U.005_0626.jpg,0.43,0.66,0.68,0.99,0.96,0.99,0.30,0.33,0.34,0.84,0.76,0.84,0.45,0.22,0.31,0.98,1.00,1.00
Cdh_OCMZ4U8.000_0673.jpg,0.43,0.49,0.49,0.87,0.73,0.90,0.48,0.45,0.27,0.82,0.68,0.84,0.44,0.49,0.54,0.84,0.61,0.78
CFK8ib0aWe8.000_0310.jpg,0.37,0.44,0.53,0.40,0.52,0.35,0.40,0.33,0.29,0.92,0.65,0.65,0.60,0.81,0.87,0.45,0.54,0.68
cgT-3CHBmKs.005_0577.jpg,0.94,0.97,0.83,0.43,0.49,0.62,0.79,0.83,0.91,0.33,0.38,0.50,0.72,0.70,0.86,0.56,0.39,0.38
Cl7vQ9QR0es.000_0145.jpg,0.71,0.67,0.68,0.35,0.37,0.31,0.68,0.79,0.70,0.94,0.97,0.86,0.29,0.32,0.39,0.98,0.94,0.75
cNXnowQb7rs.004_0181.jpg,0.65,0.47,0.40,0.62,0.59,0.86,0.70,0.63,0.53,0.32,0.39,0.23,0.81,0.87,0.93,0.68,0.48,0.50
cOirMOCpdo8.003_0323.jpg,0.82,0.78,0.73,0.59,0.73,0.70,0.59,0.63,0.65,0.62,0.68,0.50,0.43,0.20,0.40,0.27,0.35,0.45
cP_dSXql7z8.002_0123.jpg,0.97,1.00,1.00,0.87,1.00,1.00,0.75,0.65,0.75,0.59,0.44,0.56,0.77,0.96,0.78,0.27,0.47,0.49
cpzY1b6wJqs.002_0679.jpg,0.88,0.69,0.76,0.86,0.72,0.86,0.52,0.54,0.43,0.49,0.57,0.43,0.37,0.38,0.35,0.71,0.74,0.69
cQRFb-xa4Vc.005_0013.jpg,0.42,0.55,0.36,0.35,0.59,0.44,0.80,0.91,0.79,0.90,0.92,0.91,0.39,0.57,0.44,0.53,0.66,0.55
CRLsCyMfskE.001_0667.jpg,0.66,0.70,0.90,0.53,0.24,0.35,0.97,0.75,0.98,0.73,0.51,0.58,0.43,0.47,0.37,0.81,0.76,0.76
CuGuiOZ48Ig.001_0603.jpg,0.62,0.45,0.63,0.53,0.62,0.43,0.92,0.83,0.88,0.64,0.60,0.49,0.49,0.36,0.49,0.23,0.42,0.42
CV930dFsubs.002_0618.jpg,0.56,0.42,0.54,0.87,0.74,0.71,0.28,0.55,0.38,0.34,0.30,0.45,0.83,0.80,1.00,0.54,0.68,0.76
cvg03XGFjCk.004_0490.jpg,0.36,0.32,0.40,0.86,0.88,0.64,0.61,0.57,0.62,0.46,0.64,0.52,0.84,0.73,0.89,0.74,0.78,0.74
cvHqtadNJDo.004_0411.jpg,0.49,0.60,0.51,0.63,0.75,0.68,0.43,0.38,0.56,0.71,0.85,0.87,0.82,0.72,0.66,0.86,0.81,0.94
Cvuu76B-bxA.001_0546.jpg,0.65,0.64,0.63,0.45,0.37,0.44,0.71,0.77,0.85,0.55,0.62,0.53,0.53,0.63,0.58,0.58,0.58,0.59
cWZudzeJVXg.000_0557.jpg,0.63,0.53,0.33,0.20,0.36,0.21,1.00,0.75,1.00,0.27,0.31,0.27,0.67,0.66,0.92,0.44,0.30,0.44
cWZudzeJVXg.002_0137.jpg,0.69,0.65,0.45,0.72,0.55,0.71,0.58,0.67,0.73,0.53,0.52,0.59,0.92,0.77,0.74,0.86,0.77,0.93
cxJ0u6r0-pU.002_0106.jpg,0.53,0.56,0.73,0.73,0.81,0.93,0.82,0.71,0.87,0.83,0.82,0.85,0.52,0.64,0.51,0.73,0.70,0.59
D3AomvNhR1k.003_0282.jpg,0.80,0.98,0.84,0.86,0.71,0.85,0.71,0.87,0.98,0.90,0.87,0.97,0.73,0.83,0.69,0.31,0.37,0.36
d9_YDJdF-7I.000_0238.jpg,0.86,0.66,0.82,0.49,0.31,0.34,0.40,0.42,0.67,0.76,0.80,0.87,0.78,0.79,0.64,0.85,0.87,0.93
DChmTb-c9uM.005_0549.jpg,0.39,0.60,0.49,0.45,0.39,0.36,0.88,0.78,0.90,0.68,0.70,0.79,0.46,0.67,0.63,0.44,0.43,0.19
dDi6vy-OZRg.003_0365.jpg,0.56,0.73,0.77,0.73,0.51,0.60,0.63,0.80,0.58,0.72,0.78,0.71,0.73,0.73,0.94,0.42,0.55,0.65
Dgo98-sCd1w.002_0094.jpg,0.34,0.47,0.43,0.50,0.44,0.32,0.64,0.88,0.77,0.84,0.70,0.92,0.36,0.32,0.44,0.92,0.68,0.69
dJlEHhyij5k.000_0218.jpg,0.81,0.78,0.83,0.76,0.94,1.00,0.58,0.56,0.64,0.60,0.59,0.44,0.53,0.38,0.59,0.39,0.31,0.49
dkhnv1EBvKI.001_0515.jpg,0.81,1.00,0.86,0.38,0.32,0.52,0.63,0.66,0.80,0.47,0.37,0.42,0.67,0.67,0.93,0.43,0.29,0.21
dLaqub4BEsA.002_0231.jpg,0.81,0.72,0.64,0.88,0.88,0.75,0.46,0.31,0.36,1.00,0.97,0.95,0.42,0.25,0.53,0.99,0.79,1.00
DLuwObrDhtc.001_0325.jpg,0.81,0.71,0.77,0.59,0.50,0.34,0.81,0.64,0.82,0.95,0.87,0.83,0.58,0.55,0.64,0.86,0.80,0.76
dmycfNpiWCE.002_0339.jpg,0.60,0.60,0.45,0.82,0.66,0.64,0.62,0.87,0.77,0.56,0.55,0.71,0.72,0.63,0.71,0.82,0.75,0.78
dQOeQYWIgm8.000_0309.jpg,0.71,0.63,0.65,0.90,0.95,0.84,0.72,0.81,0.77,0.76,0.89,0.76,0.67,0.48,0.47,0.45,0.39,0.50
dQOeQYWIgm8.004_0110.jpg,0.89,0.86,1.00,0.47,0.61,0.50,0.43,0.65,0.41,0.69,0.61,0.73,0.70,0.89,0.83,0.55,0.38,0.40
dRr2JtdzUpU.005_0545.jpg,0.92,0.98,0.98,0.73,0.84,0.86,0.34,0.33,0.29,0.35,0.56,0.45,0.58,0.48,0.56,0.19,0.33,0.43
dRYEzqUa_Rc.000_0175.jpg,0.62,0.70,0.90,0.44,0.45,0.46,0.39,0.55,0.45,0.55,0.55,0.57,0.65,0.77,0.92,0.32,0.31,0.38
DTZeyoKUPx4.000_0211.jpg,0.55,0.70,0.48,0.57,0.57,0.57,0.73,0.51,0.54,0.40,0.62,0.49,1.00,0.78,1.00,0.70,0.49,0.68
DTZeyoKUPx4.004_0589.jpg,1.00,0.76,0.83,0.59,0.58,0.63,0.86,0.87,0.91,0.73,0.52,0.76,0.39,0.32,0.26,0.68,0.70,0.70
dVbo9Ftlyl0.004_0542.jpg,0.53,0.46,0.35,0.22,0.30,0.17,0.42,0.46,0.58,0.88,0.90,0.83,0.87,0.87,0.90,0.69,0.44,0.70
dvCKoyBG1pE.002_0201.jpg,0.84,0.81,0.68,0.45,0.58,0.48,0.86,0.81,0.77,0.72,0.69,0.95,0.67,0.75,0.48,0.66,0.46,0.42
DzqJmiQjsZ4.005_0543.jpg,0.84,0.73,0.85,0.31,0.60,0.40,0.74,0.64,0.78,0.35,0.47,0.63,0.61,0.56,0.67,0.45,0.34,0.33
e2pnS_nT9rA.001_0275.jpg,0.79,0.98,0.89,0.78,0.86,0.67,0.42,0.64,0.40,0.90,0.73,0.63,0.54,0.52,0.56,0.38,0.36,0.47
EcOC7ZVRSg4.002_0522.jpg,0.99,1.00,0.75,0.30,0.38,0.55,0.79,0.71,0.65,0.83,0.80,0.75,0.77,0.57,0.52,0.95,1.00,0.94
EcOC7ZVRSg4.003_0197.jpg,0.75,0.77,0.85,0.90,0.71,0.84,0.39,0.29,0.33,0.40,0.48,0.42,0.34,0.38,0.31,0.35,0.41,0.33
eD4b8sM-Tpw.004_0398.jpg,0.95,0.76,0.72,0.32,0.26,0.41,0.87,0.89,0.82,1.00,0.82,0.88,0.43,0.39,0.39,0.52,0.68,0.56
EffEoI1l1zE.000_0598.jpg,0.28,0.37,0.22,0.75,0.93,0.85,0.44,0.36,0.24,0.68,0.45,0.50,0.66,0.63,0.60,0.51,0.61,0.43
EffEoI1l1zE.001_0393.jpg,0.65,0.55,0.65,0.50,0.26,0.40,0.78,0.82,0.76,0.52,0.55,0.60,0.67,0.79,0.80,0.91,0.78,0.74
EiXQ9RErt6c.005_0297.jpg,0.55,0.38,0.49,0.56,0.42,0.57,0.50,0.72,0.43,1.00,1.00,0.98,0.78,0.81,0.69,0.57,0.54,0.56
EjhDyc8Oc6k.003_0262.jpg,0.39,0.56,0.48,0.67,0.70,0.64,1.00,0.81,1.00,0.54,0.35,0.50,0.93,0.81,0.79,0.44,0.26,0.30
EknEAPhAjdA.002_0452.jpg,0.81,0.96,0.74,0.68,0.86,0.61,0.89,0.99,0.96,0.73,0.79,0.96,0.77,0.60,0.80,0.48,0.24,0.27
emHDoDcht44.001_0653.jpg,0.77,0.78,0.63,0.65,0.72,0.63,0.49,0.58,0.61,0.66,0.77,0.48,0.25,0.34,0.45,0.40,0.25,0.28
eqXrUXW4yHY.003_0237.jpg,0.23,0.28,0.37,0.66,0.64,0.62,0.84,0.66,0.68,0.38,0.39,0.58,0.72,0.56,0.72,1.00,1.00,0.86
erJNMcO69Eo.002_0244.jpg,0.94,0.89,0.87,0.84,0.90,0.73,0.63,0.71,0.61,0.20,0.46,0.45,0.77,0.92,0.81,0.40,0.60,0.57
evrzg3Pzyc0.002_0479.jpg,0.52,0.37,0.35,0.63,0.52,0.65,0.60,0.42,0.36,0.81,0.87,1.00,0.22,0.28,0.36,0.53,0.46,0.44
EvZ0esZgPK4.001_0079.jpg,0.64,0.53,0.50,0.47,0.73,0.47,0.63,0.78,0.92,0.38,0.23,0.26,0.41,0.40,0.31,0.93,0.88,0.96
F0_EI_X5JVk.005_0233.jpg,0.83,0.89,1.00,0.63,0.74,0.80,0.79,0.98,0.98,1.00,1.00,0.84,0.79,1.00,0.79,0.48,0.31,0.41
f39E4ct09Cc.000_0363.jpg,0.41,0.44,0.42,0.17,0.26,0.23,0.41,0.23,0.34,0.86,1.00,0.84,0.41,0.60,0.61,0.59,0.40,0.34
f39E4ct09Cc.005_0451.jpg,0.45,0.42,0.33,0.45,0.68,0.57,0.53,0.48,0.63,1.00,0.95,0.88,0.33,0.33,0.27,0.69,0.67,0.79
f4rQJiW6oSk.004_0425.jpg,0.57,0.54,0.53,0.34,0.19,0.44,0.38,0.20,0.34,0.45,0.70,0.60,0.93,0.96,1.00,0.27,0.32,0.26
F4UeAogUMMs.002_0254.jpg,0.96,0.95,0.88,0.65,0.87,0.89,0.86,0.82,0.95,0.76,0.70,0.67,0.50,0.46,0.30,0.60,0.49,0.47
F4UeAogUMMs.003_0672.jpg,0.56,0.70,0.60,0.63,0.58,0.70,0.46,0.51,0.38,0.70,0.60,0.78,0.91,0.81,0.96,0.77,0.79,0.83
F5kL7RWS_f0.000_0203.jpg,0.44,0.33,0.28,1.00,0.95,0.83,0.47,0.25,0.49,0.71,0.78,0.65,0.57,0.61,0.50,1.00,1.00,0.96
fbjDmltKVOM.000_0462.jpg,0.46,0.37,0.30,0.47,0.61,0.52,0.71,0.86,0.79,0.87,0.82,0.86,1.00,0.82,0.82,0.79,0.75,0.77
fBMKlYUjA9E.000_0303.jpg,0.29,0.29,0.29,0.79,0.81,0.72,0.72,0.92,0.74,0.66,0.71,0.71,1.00,0.89,0.76,0.38,0.19,0.48
FcR9VhCxBb0.004_0011.jpg,0.21,0.37,0.25,0.92,0.89,0.81,0.93,0.79,0.97,0.51,0.52,0.65,0.76,0.72,0.92,1.00,0.85,0.83
fEZrAGQoh_g.000_0294.jpg,0.62,0.66,0.56,0.30,0.38,0.38,0.66,0.55,0.74,0.53,0.37,0.41,0.70,0.52,0.71,0.80,0.92,0.97
fEZrAGQoh_g.001_0022.jpg,0.83,0.83,0.91,0.91,0.81,0.90,0.99,0.95,0.80,0.47,0.31,0.39,0.66,0.72,0.90,1.00,1.00,0.95
Ff0WqsFl-1s.005_0501.jpg,0.19,0.30,0.17,0.45,0.54,0.74,0.89,0.85,0.77,0.57,0.53,0.41,0.71,0.72,0.93,0.34,0.38,0.28
fhUGU2uiS1U.004_0250.jpg,0.99,1.00,0.98,0.57,0.56,0.60,0.30,0.36,0.23,0.78,0.87,0.68,0.57,0.63,0.62,0.70,0.53,0.61
Fi1ILrwQpSY.005_0671.jpg,0.80,0.90,0.88,0.58,0.40,0.42,0.63,0.73,0.62,0.39,0.56,0.55,0.86,0.62,0.64,0.71,0.92,0.95
fiEEjrKhlNU.002_0578.jpg,0.89,0.67,0.94,0.87,0.93,0.80,0.46,0.63,0.66,0.83,0.64,0.76,0.62,0.56,0.79,0.22,0.46,0.38
fiVORaERbP0.002_0379.jpg,0.84,0.75,0.74,0.60,0.49,0.43,0.56,0.56,0.66,0.82,0.90,0.90,0.47,0.47,0.49,0.94,0.97,0.80
FkzVX7SQ9wE.002_0592.jpg,0.26,0.50,0.33,0.91,0.94,1.00,0.88,0.94,0.88,0.31,0.24,0.48,0.28,0.41,0.49,0.94,0.96,0.95
FM5UaJS-bhg.000_0343.jpg,0.38,0.49,0.43,0.52,0.50,0.43,0.64,0.69,0.62,0.77,0.77,0.59,0.54,0.51,0.30,1.00,0.84,0.92
FM5UaJS-bhg.005_0641.jpg,0.45,0.59,0.47,0.78,0.63,0.80,0.52,0.56,0.76,0.72,0.90,0.88,0.69,0.76,0.95,0.53,0.53,0.61
fsaslN7xV-w.000_0622.jpg,0.63,0.75,0.53,0.86,0.87,0.83,0.99,0.89,0.77,0.39,0.54,0.40,0.43,0.32,0.25,0.50,0.37,0.57
fsaslN7xV-w.002_0397.jpg,0.80,0.75,0.94,0.81,0.71,0.89,0.28,0.35,0.52,0.35,0.39,0.21,0.37,0.37,0.33,0.74,0.51,0.77
fsCK8Xuzl1Y.003_0159.jpg,0.38,0.64,0.53,0.64,0.78,0.69,0.35,0.52,0.41,0.31,0.36,0.45,0.30,0.57,0.59,0.51,0.60,0.47
fTpemcfElxI.004_0308.jpg,0.56,0.50,0.27,0.64,0.78,0.66,0.74,0.79,0.74,0.73,0.83,0.78,0.61,0.71,0.63,0.68,0.72,0.93
FU1ak530DDo.001_0513.jpg,0.62,0.54,0.47,0.87,0.75,0.67,0.62,0.47,0.43,0.47,0.43,0.62,0.52,0.48,0.46,0.39,0.56,0.47
FU1ak530DDo.003_0132.jpg,0.61,0.62,0.53,0.57,0.71,0.70,0.63,0.60,0.58,0.24,0.45,0.40,0.45,0.45,0.35,0.47,0.24,0.39
G7QTNbKbu_4.005_0568.jpg,0.73,0.75,0.89,0.70,0.79,0.87,0.86,0.83,0.79,0.39,0.64,0.67,0.93,0.89,0.91,0.52,0.61,0.47
g8rjtlzAQ6k.002_0655.jpg,0.95,1.00,0.79,0.87,0.83,0.85,0.76,0.54,0.49,0.49,0.48,0.61,0.57,0.53,0.48,0.90,1.00,1.00
gAWA-fcIa_M.003_0436.jpg,0.36,0.48,0.53,0.21,0.24,0.30,0.36,0.57,0.43,0.84,0.65,0.88,0.68,0.72,0.81,0.54,0.66,0.60
gAWA-fcIa_M.004_0375.jpg,0.98,0.87,0.90,0.83,0.73,0.74,0.47,0.18,0.36,0.89,0.79,0.80,0.36,0.48,0.26,0.85,0.81,0.81
GCkOL2jLSQA.005_0202.jpg,0.27,0.28,0.42,0.73,0.69,0.96,0.77,1.00,1.00,0.77,0.64,0.93,0.80,0.86,0.86,0.91,1.00,0.79
gfTTzlRNF8s.003_0187.jpg,0.86,0.76,0.71,0.53,0.31,0.30,0.69,0.66,0.76,0.52,0.43,0.36,1.00,0.88,0.89,0.62,0.68,0.63
gkKHdsF6du4.004_0662.jpg,0.42,0.48,0.64,0.84,0.84,1.00,0.57,0.64,0.56,1.00,0.86,0.74,0.84,0.66,0.79,0.87,0.83,0.89
gLtvOEy7m8Q.005_0050.jpg,0.95,0.87,0.90,0.81,1.00,0.82,0.51,0.64,0.50,0.62,0.80,0.67,0.41,0.43,0.41,0.81,0.60,0.74
gM_KAA-ejJA.005_0317.jpg,1.00,0.90,0.82,0.79,0.68,0.72,0.56,0.39,0.59,0.67,0.59,0.65,0.56,0.51,0.69,0.33,0.24,0.18
GMwEmLo-gfc.000_0361.jpg,0.95,0.87,0.78,0.45,0.62,0.58,0.93,0.77,0.88,0.68,0.66,0.76,0.56,0.56,0.63,0.62,0.81,0.81
GMwEmLo-gfc.002_0509.jpg,0.42,0.36,0.42,0.86,0.66,0.63,0.85,0.74,0.75,0.39,0.29,0.30,0.61,0.45,0.55,0.71,0.56,0.64
GQczMGrVgbc.000_0399.jpg,0.80,0.57,0.79,0.98,1.00,0.97,0.73,0.55,0.60,0.71,0.80,0.86,0.54,0.31,0.54,0.67,0.78,0.64
GTmHSF6vNWc.002_0228.jpg,0.26,0.29,0.47,0.27,0.38,0.52,0.42,0.59,0.55,0.41,0.64,0.63,0.97,0.83,0.92,0.53,0.68,0.60
gUyH1qvbOZA.005_0341.jpg,0.57,0.49,0.71,0.81,0.75,0.82,0.49,0.49,0.51,0.68,0.46,0.55,0.74,0.69,0.69,0.52,0.70,0.52
GWOtluILlk4.002_0278.jpg,0.57,0.53,0.59,0.36,0.35,0.31,0.77,0.85,0.78,0.72,0.70,0.86,0.69,0.82,0.68,0.40,0.44,0.46
GyLjVOVPGKQ.005_0344.jpg,0.91,1.00,0.85,0.22,0.36,0.38,0.36,0.47,0.55,0.31,0.35,0.31,0.79,0.83,0.89,0.30,0.37,0.58
H8h4fAGgV18.001_0270.jpg,0.42,0.40,0.48,1.00,0.87,0.79,0.91,0.84,0.73,0.95,0.96,0.79,0.40,0.49,0.41,0.62,0.46,0.65
haxhAfuccuE.000_0516.jpg,0.37,0.51,0.36,0.48,0.51,0.33,0.60,0.68,0.61,0.59,0.57,0.37,0.65,0.52,0.72,0.32,0.30,0.47
HegkSmkiBos.005_0172.jpg,0.23,0.37,0.24,0.70,0.59,0.58,0.57,0.65,0.63,0.57,0.76,0.54,0.87,0.80,0.95,0.68,0.56,0.49
hF3yR5rmga8.001_0060.jpg,0.73,0.78,0.74,0.75,0.54,0.74,1.00,1.00,1.00,0.48,0.37,0.47,0.63,0.64,0.44,0.65,0.62,0.74
hfUH9Am-Izs.000_0431.jpg,0.33,0.45,0.26,0.68,0.62,0.52,0.86,0.94,0.79,0.64,0.47,0.58,0.78,0.72,0.82,0.96,0.81,0.95
hG0I7DLSSYg.001_0485.jpg,0.54,0.39,0.54,0.92,0.78,0.80,0.53,0.63,0.46,0.96,0.96,1.00,0.56,0.39,0.57,0.43,0.53,0.52
HhC2cGFFZeY.005_0544.jpg,0.55,0.57,0.58,1.00,1.00,1.00,0.42,0.41,0.39,0.76,0.67,0.58,0.77,0.58,0.67,0.60,0.57,0.75
hhdoeK8SsiI.000_0512.jpg,0.36,0.24,0.32,0.85,0.75,0.76,0.77,0.70,0.63,0.99,0.98,0.99,0.46,0.52,0.40,0.77,0.81,0.78
hIFNZ_ycngg.001_0505.jpg,0.38,0.37,0.43,0.43,0.31,0.53,0.50,0.51,0.58,0.76,0.81,0.61,0.47,0.47,0.58,0.85,0.72,0.88
hnMp0eX28es.001_0321.jpg,0.81,0.93,0.85,0.80,0.65,0.80,0.31,0.40,0.27,0.46,0.73,0.74,0.86,0.67,0.75,0.94,0.70,0.80
HONL8ha-1BE.000_0032.jpg,0.68,0.69,0.60,0.67,0.62,0.74,0.70,0.53,0.48,0.21,0.20,0.20,0.54,0.51,0.62,0.77,0.92,0.75
hOXvRgxjfik.003_0408.jpg,0.34,0.39,0.41,0.59,0.48,0.61,0.76,0.84,0.80,0.51,0.65,0.69,0.55,0.72,0.63,1.00,1.00,0.95
HP8f3oqJwz0.002_0333.jpg,0.40,0.31,0.40,0.59,0.69,0.58,0.94,0.83,0.90,0.53,0.60,0.50,0.33,0.27,0.53,0.79,0.73,0.64
hspeWl-Bip0.003_0560.jpg,0.72,0.75,0.59,0.36,0.32,0.23,0.33,0.46,0.40,0.66,0.70,0.80,0.83,0.86,0.67,0.79,0.61,0.67
